Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,y',y'',y'''
673,30,107.93399230201459,131.5269960445201,741.1937453045254,2223.0179976177133,[1481.82425231],159939.20744211014,0.3334177888342884,0.005232832162801947,[3231.37920294],[3159.23732404],[3064.38418381],[2919.62633121],[2210.54626888],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.07257692],[0.04991817],[0.23165952]
683,30,106.34445537731578,131.5269960445201,752.2724124746866,2245.777297556637,[1493.50488508],158825.96360740066,0.33497195527497076,0.00515889388405336,[3254.13850288],[3180.74134582],[3084.22476226],[2936.90527306],[2221.66982119],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.07188154],[0.04956686],[0.23013621]
693,30,104.79381522767255,131.5269960445201,763.4038309054204,2268.4596455085466,[1505.0558146],157720.54094285422,0.3365296060773783,0.005086687517669587,[3276.82085083],[3202.17357975],[3104.00706983],[2954.13626089],[2232.62785643],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.07120161],[0.04922112],[0.22863578]
703,30,103.28010111439343,131.5269960445201,774.5925801466025,2291.079435482477,[1516.48685534],156622.91575773762,0.33809066946798444,0.005016127599755781,[3299.44064081],[3223.55534088],[3123.74318401],[2971.33039283],[2243.43162166],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.07053598],[0.04888065],[0.22715687]
713,30,101.8012747587697,131.5269960445201,785.8447763996038,2313.6492372711555,[1527.80446087],155532.44169885883,0.3396559702050913,0.0049471232307623176,[3322.0104426],[3244.89096539],[3143.44080277],[2988.49484987],[2254.08958192],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06988407],[0.04854521],[0.22569842]
723,30,100.35570882473718,131.5269960445201,797.164415825245,2336.1800841703584,[1539.01566835],154449.0082891505,0.3412255849738313,0.004879603428643395,[3344.5412895],[3266.19348179],[3163.10826603],[3005.63729504],[2264.61024294],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06924509],[0.04821456],[0.22425943]
733,30,98.94257714248998,131.5269960445201,808.5497902969493,2358.6817074215896,[1550.13191712],153374.04679114057,0.34279732943739216,0.004813535626643194,[3367.04291275],[3287.47213741],[3182.76328357],[3022.7733119],[2275.00670675],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06861839],[0.04788829],[0.22283818]
743,30,97.5602931477546,131.5269960445201,820.0057361332481,2381.1627284583037,[1561.15699233],152306.9338208993,0.3443719853049124,0.0047488492244494975,[3389.52393378],[3308.73512179],[3202.40897697],[3039.90631022],[2285.28404487],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06800338],[0.04756629],[0.22143413]
753,30,96.20749214918361,131.5269960445201,831.5360707661774,2403.630817498525,[1572.09474673],151247.29300402512,0.34594999561187295,0.004685483911151243,[3411.99202282],[3329.98971827],[3222.04914398],[3057.03962029],[2295.44743577],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06739953],[0.04724843],[0.22004675]
763,30,94.88323194446791,131.5269960445201,843.1416000544903,2426.092825121707,[1582.95122507],150195.5282448323,0.3475306432317541,0.004623399627237575,[3434.45403045],[3351.24242971],[3241.6921188],[3074.18070687],[2305.50421253],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06680636],[0.0469345],[0.21867516]
773,30,93.58651068881137,131.5269960445201,854.824049012913,2448.554892024956,[1593.73084301],149151.7085746349,0.34911369632639644,0.004562552918756657,[3456.91609735],[3372.49908329],[3261.34334029],[3091.33448381],[2315.45998332],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06622343],[0.04662436],[0.21731871]
783,30,92.31639838751664,131.5269960445201,866.5849339592291,2471.0225410521653,[1604.43760709],148115.90132430533,0.3506989189949825,0.004502903454633459,[3479.38374638],[3393.76491837],[3281.00769931],[3108.50536353],[2325.31988557],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06565035],[0.04631785],[0.21597685]
793,30,91.07202795258529,131.5269960445201,878.4255912435627,2493.500754742233,[1615.0751635],147088.17043567714,0.3522860739355864,0.0044444136313367515,[3501.86196007],[3415.04466046],[3300.68960496],[3125.69731657],[2335.08863983],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06508673],[0.04601487],[0.21464906]
803,30,89.85262752917706,131.5269960445201,890.3468067644689,2515.9940409860974,[1625.64723422],146068.67543035283,0.35387476769043297,0.004387050178183139,[3524.35524631],[3436.34258546],[3320.39304456],[3142.9156251],[2344.77081799],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06453224],[0.04571529],[0.21333471]
813,30,88.65740015765945,131.5269960445201,902.3499432392108,2538.5064888704837,[1636.15654563],145057.38558660552,0.3554648952820736,0.00433077833846417,[3546.8676942],[3457.66256816],[3340.12163034],[3160.16215447],[2354.370262],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06398655],[0.04541901],[0.21203352]
823,30,87.48561636519324,131.5269960445201,914.4360333023676,2561.041816384583,[1646.60578308],144054.32184343925,0.3570562680594083,0.00427556639118953,[3569.40302171],[3479.00813161],[3359.87864598],[3177.43935524],[2363.89063486],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06344938],[0.04512594],[0.21074512]
833,30,86.3366185565624,131.5269960445201,926.6056667205348,2583.6034113489045,[1656.99774463],143059.5822270637,0.35864856914581644,0.004221385890121905,[3591.96461667],[3500.38248608],[3379.66708288],[3194.75085963],[2373.33552569],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06292045],[0.04483598],[0.20946909]
843,30,85.20972473236884,131.5269960445201,938.8599746245887,2606.1943666739444,[1667.33439205],142073.10458333715,0.3602417327847933,0.004168206997096829,[3614.555572],[3521.7885616],[3399.48967164],[3212.09728272],[2382.70792342],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.0623995],[0.04454906],[0.20820524]
853,30,84.10435175246465,131.5269960445201,951.1992938897555,2628.817510855556,[1677.61821697],141094.99262603428,0.3618354221857663,0.004116004499259379,[3637.17871618],[3543.22903705],[3419.34890753],[3229.48211679],[2392.011003],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06188628],[0.04426509],[0.20695316]
863,30,83.01991420480725,131.5269960445201,963.6242191559337,2651.4754344528346,[1687.8512153],140125.26308442833,0.36342943503634223,0.004064752901263315,[3659.83663978],[3564.7063653],[3439.2470766],[3246.90719701],[2401.24755504],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06138058],[0.04398401],[0.20571258]
873,30,81.95586718586993,131.5269960445201,976.1351169473423,2674.170513164651,[1698.03539622],139163.96340929175,0.36502351369964453,0.0040144285219462054,[3682.53171849],[3586.22279523],[3459.18627311],[3264.37488672],[2410.42028279],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595],[335.00636612],[525.08141346],[0.06088218],[0.04370575],[0.20448321]
